custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
MUBPSC,1,2013-12-26,2013-12-26,2013-12-26,39,17.94871795,0.0,73.2,0.0,1,1,1,Tuesday,BLR,0,0,Thursday,Thursday,True,1487
J5BB6Q,0,2013-10-22,2013-11-03,2013-11-03,6,66.66666667,16.66666667,55.12,0.0,1,0,0,Thursday,MAA,0,12,Sunday,Sunday,True,1540
TPQXDJ,1,2013-09-25,2013-11-12,2013-11-12,32,78.125,6.25,55.3,0.0,1,0,0,Saturday,BLR,0,48,Tuesday,Tuesday,True,1531
P28BBF,1,2013-10-22,2013-10-22,2013-10-22,30,30.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Tuesday,Tuesday,True,1552
7G6YZR,1,2013-10-22,2013-10-22,2013-10-22,33,18.18181818,6.0606060610000005,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Tuesday,Tuesday,True,1552
ZFMUVF,1,2013-10-22,2013-10-22,2013-10-22,31,0.0,0.0,40.02,0.0,1,0,0,Wednesday,DEL,0,0,Tuesday,Tuesday,True,1552
VTZKPP,1,2013-10-22,2013-10-25,2013-10-25,29,6.896551724,0.0,40.02,0.0,1,0,0,Monday,BOM,0,3,Friday,Friday,True,1549
5RUBQZ,1,2013-10-22,2013-11-24,2013-11-24,33,45.45454545,6.0606060610000005,71.69,0.0,1,0,0,Wednesday,MAA,0,33,Sunday,Sunday,True,1519
UGUMTF,1,2013-10-22,2013-10-22,2013-10-22,31,16.12903226,12.90322581,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Tuesday,Tuesday,True,1552
VXB7K4,1,2013-10-22,2013-10-22,2013-10-22,31,0.0,0.0,40.02,0.0,1,0,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1552
LX7CM7,1,2013-10-18,2013-10-22,2013-10-22,30,0.0,0.0,40.02,0.0,1,1,0,Wednesday,DEL,0,4,Tuesday,Tuesday,True,1552
FKCAHW,1,2013-11-05,2013-11-05,2013-11-05,28,50.0,14.28571429,40.0,0.0,1,0,1,Wednesday,MAA,0,0,Tuesday,Tuesday,True,1538
RUFJWK,1,2013-10-22,2013-11-12,2013-11-12,24,75.0,4.166666667,59.92,0.0,1,0,0,Wednesday,DEL,0,21,Tuesday,Tuesday,True,1531
URMHNX,1,2013-10-22,2013-10-24,2013-11-07,17,58.82352941,23.52941176,52.9,0.14285714300000002,1,0,0,Tuesday,MAA,14,2,Thursday,Thursday,False,1536
7UNGWU,1,2013-10-22,2013-11-04,2013-11-04,38,21.05263158,2.631578947,95.42,0.0,1,0,0,Tuesday,MAA,0,13,Monday,Monday,True,1539
WNNYB6,1,2013-10-22,2013-10-22,2013-10-22,30,16.66666667,3.333333333,50.55,0.0,1,0,0,Friday,DEL,0,0,Tuesday,Tuesday,True,1552
466ADV,1,2013-10-22,2013-10-22,2014-01-15,25,20.0,4.0,72.5,0.070588235,1,0,0,Thursday,DEL,85,0,Tuesday,Wednesday,False,1467
6RQVJX,1,2013-10-22,2013-10-22,2013-10-22,27,14.81481481,0.0,40.02,0.0,1,0,0,Wednesday,DEL,0,0,Tuesday,Tuesday,True,1552
DNNDUP,1,2013-10-22,2013-10-22,2013-10-29,27,14.81481481,3.703703704,38.46,0.28571428600000004,1,0,0,Wednesday,DEL,7,0,Tuesday,Tuesday,False,1545
D5A2UD,1,2013-10-22,2013-10-22,2013-10-22,28,35.71428571,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Tuesday,Tuesday,True,1552
MRTSAC,1,2013-10-22,2013-11-25,2013-11-25,34,85.29411765,5.8823529410000015,79.14,0.0,1,0,0,Tuesday,MAA,0,34,Monday,Monday,True,1518
8WFSYV,1,2013-10-22,2013-10-22,2013-10-22,24,8.333333332999999,0.0,40.02,0.0,1,1,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1552
65HAGB,0,2013-10-22,2013-10-28,2013-11-04,10,20.0,10.0,46.77,0.28571428600000004,1,0,0,Tuesday,MAA,7,6,Monday,Monday,False,1539
RLDYM2,1,2013-10-22,2013-10-22,2013-10-22,30,6.666666667,3.333333333,55.3,0.0,1,0,0,Wednesday,BLR,0,0,Tuesday,Tuesday,True,1552
DY8KWM,1,2013-10-22,2013-10-22,2013-10-22,31,0.0,0.0,40.02,0.0,1,1,0,Wednesday,BOM,0,0,Tuesday,Tuesday,True,1552
G9LM3Z,1,2013-10-22,2013-10-22,2013-12-15,34,26.47058824,8.823529412000001,48.32,0.055555556,1,0,0,Tuesday,MAA,54,0,Tuesday,Sunday,False,1498
RT9ZZM,1,2013-10-22,2013-10-22,2013-10-22,32,3.125,0.0,60.44,0.0,1,0,0,Friday,BOM,0,0,Tuesday,Tuesday,True,1552
S5K4PC,1,2013-10-22,2013-10-22,2014-01-08,38,21.05263158,7.894736842,33.32,0.128205128,1,1,0,Thursday,BOM,78,0,Tuesday,Wednesday,False,1474
5CUW96,1,2013-10-22,2013-10-22,2013-11-07,29,37.93103448,6.896551724,35.53,0.125,1,0,0,Friday,BOM,16,0,Tuesday,Thursday,False,1536
4LFY3K,1,2013-10-22,2013-10-23,2013-10-31,31,6.451612902999999,0.0,60.26,0.375,1,0,0,Friday,BOM,8,1,Wednesday,Thursday,False,1543
Z6N38U,1,2013-10-22,2013-10-22,2013-11-24,34,20.58823529,0.0,42.97,0.181818182,1,0,0,Monday,BOM,33,0,Tuesday,Sunday,False,1519
QTKAXC,0,2013-10-22,2013-10-22,2013-10-22,6,33.33333333,0.0,40.02,0.0,1,0,0,Tuesday,DEL,0,0,Tuesday,Tuesday,True,1552
LQ9BPR,1,2013-10-22,2013-10-22,2013-10-22,36,8.333333332999999,2.777777778,40.02,0.0,1,0,0,Monday,BOM,0,0,Tuesday,Tuesday,True,1552
ZVWDHN,1,2013-10-22,2013-10-22,2013-10-22,35,25.71428571,5.714285714,49.72,0.0,1,0,0,Tuesday,BOM,0,0,Tuesday,Tuesday,True,1552
T9PXKJ,1,2013-10-22,2013-10-22,2013-11-13,42,4.761904762,2.380952381,87.22,0.090909091,1,0,0,Thursday,BLR,22,0,Tuesday,Wednesday,False,1530
RR5JJB,1,2013-10-22,2013-10-22,2013-10-22,31,0.0,0.0,19.53,0.0,1,0,0,Thursday,BLR,0,0,Tuesday,Tuesday,True,1552
LKBCK5,1,2013-10-22,2013-10-22,2013-10-22,27,14.81481481,3.703703704,40.02,0.0,1,1,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1552
R8YBMP,1,2013-10-22,2013-10-27,2013-10-27,29,13.79310345,0.0,96.57,0.0,1,1,0,Tuesday,BOM,0,5,Sunday,Sunday,True,1547
HQKTUB,1,2013-10-22,2013-10-22,2013-10-22,33,0.0,0.0,53.24,0.0,1,0,0,Saturday,BLR,0,0,Tuesday,Tuesday,True,1552
A8R9B5,1,2013-10-22,2013-10-22,2013-10-22,26,23.07692308,0.0,62.26,0.0,1,0,0,Wednesday,DEL,0,0,Tuesday,Tuesday,True,1552
PZF9WE,1,2013-10-22,2013-10-22,2013-11-19,27,55.55555556,7.407407407000001,93.44,0.071428571,1,0,0,Wednesday,BOM,28,0,Tuesday,Tuesday,False,1524
S5WRHM,1,2013-10-22,2013-10-22,2013-10-22,31,6.451612902999999,3.225806452,40.02,0.0,1,0,0,Monday,BOM,0,0,Tuesday,Tuesday,True,1552
D9EQJH,1,2013-10-06,2013-11-10,2013-11-10,34,52.94117647,8.823529412000001,67.96,0.0,1,0,0,Tuesday,BLR,0,35,Sunday,Sunday,True,1533
2BLPPC,1,2013-10-22,2013-10-22,2013-10-22,28,25.0,0.0,61.23,0.0,1,0,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1552
6PXLXP,0,2013-10-22,2013-10-22,2013-10-22,0,0.0,0.0,40.02,0.0,0,0,0,Wednesday,BOM,0,0,Tuesday,Tuesday,True,1552
NFEQLS,1,2013-10-22,2013-10-27,2013-10-27,32,15.625,3.125,40.02,0.0,1,1,0,Tuesday,DEL,0,5,Sunday,Sunday,True,1547
TM7DG4,1,2013-10-22,2013-11-06,2013-11-06,30,16.66666667,3.333333333,61.18,0.0,0,0,0,Friday,BOM,0,15,Wednesday,Wednesday,True,1537
HTUVGE,1,2013-10-22,2013-10-22,2013-10-22,49,6.12244898,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Tuesday,Tuesday,True,1552
P4KZ9Q,1,2013-10-19,2013-10-24,2013-10-24,27,25.92592593,3.703703704,65.9,0.0,1,0,0,Monday,BOM,0,5,Thursday,Thursday,True,1550
U2P5UB,1,2013-10-22,2013-10-22,2013-10-22,33,15.15151515,6.0606060610000005,40.0,0.0,1,0,1,Thursday,BLR,0,0,Tuesday,Tuesday,True,1552
YSGNKF,1,2013-10-23,2013-10-23,2014-01-09,43,0.0,0.0,38.46,0.025641026,1,1,0,Friday,BOM,78,0,Wednesday,Thursday,False,1473
84XV2N,0,2013-10-23,2013-10-23,2013-10-31,10,30.0,10.0,60.34,0.25,1,0,0,Saturday,BLR,8,0,Wednesday,Thursday,False,1543
2EXMBU,1,2013-10-22,2013-11-19,2013-11-19,42,7.142857143,4.761904762,51.06,0.0,1,0,0,Wednesday,MAA,0,28,Tuesday,Tuesday,True,1524
F9MMB5,1,2013-10-23,2013-10-23,2013-10-23,20,95.0,40.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Wednesday,Wednesday,True,1551
825B8D,1,2013-10-23,2013-10-23,2013-10-23,32,0.0,0.0,40.02,0.0,1,0,0,Friday,DEL,0,0,Wednesday,Wednesday,True,1551
44B7NZ,0,2013-10-25,2013-10-25,2013-11-03,1,100.0,100.0,40.31,0.222222222,1,0,0,Monday,MAA,9,0,Friday,Sunday,False,1540
7X3KM7,1,2013-10-23,2013-10-23,2013-11-04,34,14.70588235,14.70588235,48.3,0.166666667,1,0,0,Tuesday,BOM,12,0,Wednesday,Monday,False,1539
FSP6M9,1,2013-10-23,2013-10-23,2013-11-19,38,23.68421053,7.894736842,113.75,0.074074074,1,1,0,Monday,DEL,27,0,Wednesday,Tuesday,False,1524
7J6E8C,1,2013-10-16,2013-11-03,2014-01-08,30,76.66666667,26.66666667,135.6,0.045454545,1,0,0,Monday,MAA,66,18,Sunday,Wednesday,False,1474
WAUYZD,1,2013-10-23,2013-10-23,2013-10-23,35,5.714285714,0.0,46.91,0.0,1,1,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,1551
HHLYY7,1,2013-10-23,2013-10-23,2013-10-23,33,12.12121212,3.03030303,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Wednesday,Wednesday,True,1551
UNR8BX,1,2013-10-23,2013-10-23,2013-10-23,31,12.90322581,3.225806452,40.0,0.0,1,0,0,Thursday,MAA,0,0,Wednesday,Wednesday,True,1551
CDCZ7W,1,2013-10-23,2013-10-23,2013-10-31,32,6.25,0.0,28.99,0.25,1,0,0,Friday,BOM,8,0,Wednesday,Thursday,False,1543
S52XDK,1,2013-10-04,2013-10-23,2013-10-23,6,16.66666667,16.66666667,40.02,0.0,1,0,0,Monday,BOM,0,19,Wednesday,Wednesday,True,1551
ZUS6C9,1,2013-10-23,2013-10-23,2013-10-23,25,40.0,4.0,50.52,0.0,1,0,0,Saturday,BLR,0,0,Wednesday,Wednesday,True,1551
EW4L53,1,2013-10-12,2013-10-23,2013-10-23,32,0.0,0.0,40.63,0.0,1,0,0,Friday,BOM,0,11,Wednesday,Wednesday,True,1551
UQN89L,1,2013-10-23,2013-10-23,2013-10-23,30,3.333333333,0.0,40.02,0.0,1,0,0,Thursday,BOM,0,0,Wednesday,Wednesday,True,1551
DAZHHH,1,2013-10-23,2013-10-24,2013-10-24,26,57.69230769,7.692307692000001,79.0,0.0,1,0,0,Friday,DEL,0,1,Thursday,Thursday,True,1550
DJDLNY,1,2013-10-23,2013-10-23,2013-10-23,32,3.125,3.125,58.69,0.0,1,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,1551
6H7ZZX,1,2013-10-23,2013-10-23,2013-10-23,29,17.24137931,6.896551724,73.35,0.0,1,1,0,Thursday,BOM,0,0,Wednesday,Wednesday,True,1551
ELNWRM,1,2013-10-23,2013-10-24,2013-10-24,31,0.0,0.0,40.02,0.0,1,0,0,Tuesday,DEL,0,1,Thursday,Thursday,True,1550
LJQRQ4,1,2013-10-23,2013-10-23,2013-10-23,30,3.333333333,3.333333333,40.02,0.0,1,0,0,Friday,BOM,0,0,Wednesday,Wednesday,True,1551
F6XJNV,1,2013-10-23,2013-10-23,2013-10-31,30,10.0,6.666666667,61.08,0.25,1,0,0,Friday,DEL,8,0,Wednesday,Thursday,False,1543
KK956F,1,2013-10-23,2013-10-25,2013-10-25,27,59.25925926,3.703703704,57.31,0.0,1,0,0,Thursday,DEL,0,2,Friday,Friday,True,1549
BYR9AL,1,2013-10-23,2013-10-23,2013-10-23,32,34.375,9.375,40.02,0.0,1,0,0,Monday,BOM,0,0,Wednesday,Wednesday,True,1551
HFA7XJ,0,2013-10-22,2013-10-24,2013-11-14,0,0.0,0.0,52.75,0.095238095,1,0,0,Monday,BOM,21,2,Thursday,Thursday,False,1529
6K4XQT,1,2013-10-23,2013-10-29,2013-10-29,30,6.666666667,3.333333333,35.58,0.0,1,0,0,Wednesday,MAA,0,6,Tuesday,Tuesday,True,1545
MQQSJZ,1,2013-10-21,2013-10-27,2013-10-27,21,66.66666667,0.0,81.25,0.0,1,0,0,Wednesday,MAA,0,6,Sunday,Sunday,True,1547
QX35YA,1,2013-10-23,2014-01-16,2014-01-16,36,0.0,0.0,40.2,0.0,1,1,0,Friday,DEL,0,85,Thursday,Thursday,True,1466
T89NYZ,1,2013-10-23,2013-11-19,2013-11-19,37,2.702702703,2.702702703,28.08,0.0,1,0,0,Wednesday,MAA,0,27,Tuesday,Tuesday,True,1524
SR6S6E,1,2013-09-15,2013-10-23,2013-10-23,30,3.333333333,0.0,88.22,0.0,1,0,0,Thursday,DEL,0,38,Wednesday,Wednesday,True,1551
T9PW7P,1,2013-10-23,2013-11-14,2013-11-14,34,32.35294118,8.823529412000001,50.39,0.0,1,0,0,Friday,MAA,0,22,Thursday,Thursday,True,1529
JKB8LG,1,2013-10-03,2013-10-23,2013-10-23,41,2.43902439,0.0,40.57,0.0,1,1,0,Thursday,BOM,0,20,Wednesday,Wednesday,True,1551
73MLSR,1,2013-10-23,2013-10-28,2013-12-04,29,27.5862069,3.448275862,55.44,0.081081081,1,0,0,Tuesday,DEL,37,5,Monday,Wednesday,False,1509
D28VJM,1,2013-10-23,2013-12-13,2013-12-13,34,26.47058824,8.823529412000001,137.49,0.0,1,0,0,Saturday,BLR,0,51,Friday,Friday,True,1500
G6R4Q9,1,2013-10-14,2013-10-23,2013-10-23,31,12.90322581,6.451612902999999,40.02,0.0,1,1,0,Friday,DEL,0,9,Wednesday,Wednesday,True,1551
WCHXBN,1,2013-10-23,2013-10-23,2013-10-23,30,6.666666667,0.0,50.98,0.0,1,0,0,Saturday,BLR,0,0,Wednesday,Wednesday,True,1551
2MCXL6,1,2013-10-23,2013-10-23,2013-10-23,31,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Wednesday,Wednesday,True,1551
JN83D9,1,2013-10-23,2013-11-12,2013-11-12,35,17.14285714,2.857142857,79.8,0.0,1,0,0,Wednesday,MAA,0,20,Tuesday,Tuesday,True,1531
4WNUKV,1,2013-10-09,2013-10-23,2013-10-23,30,6.666666667,0.0,52.61,0.0,1,0,0,Friday,BOM,0,14,Wednesday,Wednesday,True,1551
Y9A2KS,1,2013-10-23,2013-10-23,2013-12-09,29,58.62068966,20.68965517,56.78,0.042553191,1,0,0,Friday,BOM,47,0,Wednesday,Monday,False,1504
WSTWZS,1,2013-10-23,2013-12-06,2013-12-06,42,9.523809523999999,4.761904762,41.13,0.0,1,0,0,Thursday,MAA,0,44,Friday,Friday,True,1507
KMLZFB,1,2013-10-23,2013-10-23,2013-10-23,29,10.34482759,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Wednesday,Wednesday,True,1551
W9QU4K,1,2013-10-23,2013-10-23,2013-10-23,6,16.66666667,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Wednesday,Wednesday,True,1551
V6NXBL,1,2013-10-23,2013-10-29,2013-11-11,27,37.03703704,3.703703704,69.64,0.153846154,1,0,0,Wednesday,DEL,13,6,Tuesday,Monday,False,1532
94RU3K,1,2013-10-23,2013-10-26,2013-10-26,32,53.125,3.125,77.11,0.0,1,0,1,Monday,MAA,0,3,Saturday,Saturday,True,1548
B9PS73,1,2013-10-23,2013-12-16,2013-12-16,41,9.756097561,7.317073171,84.31,0.0,1,0,0,Tuesday,MAA,0,54,Monday,Monday,True,1497
9XAD6Y,1,2014-01-01,2014-01-01,2014-01-01,33,27.27272727,6.0606060610000005,52.94,0.0,1,0,0,Tuesday,DEL,0,0,Wednesday,Wednesday,True,1481
CJ59JK,1,2013-10-23,2013-10-26,2013-10-26,32,21.875,3.125,79.95,0.0,1,0,0,Friday,MAA,0,3,Saturday,Saturday,True,1548
6C4QNJ,0,2013-10-23,2013-10-29,2013-10-29,2,100.0,100.0,29.39,0.0,1,0,0,Tuesday,MAA,0,6,Tuesday,Tuesday,True,1545
BVCBLP,1,2013-10-23,2013-12-06,2013-12-06,32,56.25,9.375,29.67,0.0,1,0,0,Tuesday,BLR,0,44,Friday,Friday,True,1507
FS5P23,1,2013-10-23,2013-11-08,2013-11-17,35,14.28571429,8.571428571,35.81,0.222222222,1,0,0,Tuesday,MAA,9,16,Friday,Sunday,False,1526
8KJF3F,1,2013-10-28,2013-10-28,2013-11-11,32,28.125,6.25,24.43,0.14285714300000002,1,0,0,Thursday,MAA,14,0,Monday,Monday,False,1532
T96DPW,1,2013-10-23,2013-11-23,2013-11-23,36,16.66666667,5.555555556,73.5,0.0,1,0,0,Monday,MAA,0,31,Saturday,Saturday,True,1520
JGVZHH,1,2013-10-23,2013-11-19,2013-11-19,43,23.25581395,9.302325581,69.52,0.0,1,0,0,Tuesday,MAA,0,27,Tuesday,Tuesday,True,1524
QLU3EZ,1,2013-10-23,2013-10-23,2013-10-23,31,0.0,0.0,44.54,0.0,1,0,0,Friday,BOM,0,0,Wednesday,Wednesday,True,1551
YCTGZR,1,2013-10-23,2013-12-16,2014-01-14,44,18.18181818,9.090909091,40.87,0.172413793,1,1,0,Wednesday,MAA,29,54,Monday,Tuesday,False,1468
YQ3H4U,1,2013-10-23,2013-10-25,2013-11-01,28,28.57142857,17.85714286,29.24,0.28571428600000004,1,0,0,Monday,BOM,7,2,Friday,Friday,False,1542
FKGDFB,1,2013-10-14,2013-10-23,2014-01-17,34,55.88235294,32.35294118,27.83,0.081395349,1,1,1,Friday,MAA,86,9,Wednesday,Friday,False,1465
MWY9UX,0,2013-10-23,2013-10-23,2013-10-23,2,100.0,50.0,79.84,0.0,1,0,0,Thursday,BLR,0,0,Wednesday,Wednesday,True,1551
A35ST9,1,2013-10-23,2013-10-23,2013-11-05,33,12.12121212,3.03030303,41.64,0.230769231,1,0,0,Thursday,BOM,13,0,Wednesday,Tuesday,False,1538
YJS5HE,1,2013-10-16,2013-10-24,2013-10-24,32,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM,0,8,Thursday,Thursday,True,1550
NDQU57,1,2013-08-29,2013-10-23,2013-10-23,32,3.125,0.0,42.81,0.0,1,0,0,Thursday,BLR,0,55,Wednesday,Wednesday,True,1551
DK4K4X,1,2013-10-28,2013-10-28,2013-10-28,30,10.0,3.333333333,101.35,0.0,1,0,0,Tuesday,DEL,0,0,Monday,Monday,True,1546
UPU79L,0,2013-10-23,2013-10-23,2013-10-23,3,33.33333333,0.0,40.0,0.0,1,0,0,Thursday,MAA,0,0,Wednesday,Wednesday,True,1551
A2NTXS,1,2013-10-23,2013-10-23,2013-10-23,9,11.11111111,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Wednesday,Wednesday,True,1551
42YW6Q,1,2013-10-23,2013-10-23,2013-10-23,32,0.0,0.0,40.02,0.0,1,1,0,Tuesday,BOM,0,0,Wednesday,Wednesday,True,1551
AZM6DG,1,2013-10-23,2013-10-23,2013-10-23,7,14.28571429,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Wednesday,Wednesday,True,1551
C8BKGV,1,2013-10-23,2013-10-27,2013-11-12,28,21.42857143,10.71428571,51.87,0.1875,1,0,0,Wednesday,BOM,16,4,Sunday,Tuesday,False,1531
H9RMPK,1,2013-10-23,2013-10-23,2013-11-20,45,2.222222222,2.222222222,37.34,0.17857142899999998,1,1,0,Thursday,BOM,28,0,Wednesday,Wednesday,False,1523
B9FY3Q,1,2013-10-23,2013-11-03,2013-11-03,31,45.16129032,0.0,40.02,0.0,1,1,0,Tuesday,BOM,0,11,Sunday,Sunday,True,1540
QFRU8M,0,2013-10-23,2013-10-24,2013-10-24,4,25.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,1,Thursday,Thursday,True,1550
UVQBG2,1,2013-10-23,2013-10-23,2013-10-23,20,95.0,5.0,50.52,0.0,1,0,0,Thursday,DEL,0,0,Wednesday,Wednesday,True,1551
6WCTYU,1,2013-10-23,2013-10-24,2013-10-24,30,20.0,6.666666667,40.02,0.0,1,0,0,Monday,BOM,0,1,Thursday,Thursday,True,1550
ASCJAS,1,2013-10-20,2013-11-15,2013-11-15,45,2.222222222,2.222222222,40.0,0.0,1,0,0,Friday,MAA,0,26,Friday,Friday,True,1528
DEFLKS,1,2013-10-24,2013-10-24,2013-11-25,32,25.0,12.5,206.17,0.09375,1,0,0,Saturday,MAA,32,0,Thursday,Monday,False,1518
L7RKYF,1,2013-10-24,2013-10-24,2013-10-24,31,0.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Thursday,Thursday,True,1550
ENPY2W,1,2013-10-24,2014-01-20,2014-01-20,32,9.375,3.125,40.02,0.0,1,1,0,Thursday,BOM,0,88,Monday,Monday,True,1462
66CNYW,1,2013-10-24,2013-10-24,2013-10-24,32,15.625,3.125,40.25,0.0,1,0,0,Wednesday,BOM,0,0,Thursday,Thursday,True,1550
Z2ADP9,1,2013-10-22,2013-10-24,2014-01-02,26,76.92307692,26.92307692,35.84,0.1,1,1,0,Saturday,MAA,70,2,Thursday,Thursday,False,1480
FB4YMW,1,2013-10-24,2013-10-24,2013-10-24,27,59.25925926,3.703703704,51.93,0.0,1,0,0,Monday,DEL,0,0,Thursday,Thursday,True,1550
CSR2NA,1,2013-10-31,2013-10-31,2013-12-22,35,40.0,5.714285714,46.26,0.057692308,1,1,0,Monday,DEL,52,0,Thursday,Sunday,False,1491
5VCW6L,1,2013-10-23,2013-10-24,2014-01-07,34,14.70588235,2.9411764710000003,39.3,0.08,1,1,0,Wednesday,MAA,75,1,Thursday,Tuesday,False,1475
LVZLHG,1,2013-10-24,2013-10-24,2013-12-12,29,58.62068966,3.448275862,56.36,0.040816327,1,0,0,Monday,MAA,49,0,Thursday,Thursday,False,1501
8GKE6D,1,2013-10-24,2013-10-24,2013-10-24,31,48.38709677,3.225806452,40.02,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1550
C6XNGU,1,2013-10-24,2013-10-24,2014-01-05,37,29.72972973,13.51351351,55.02,0.04109589,1,0,0,Friday,MAA,73,0,Thursday,Sunday,False,1477
6DSZ9F,1,2013-10-24,2013-10-24,2014-01-02,39,20.51282051,0.0,127.45,0.1,1,0,0,Friday,MAA,70,0,Thursday,Thursday,False,1480
8FC54B,1,2013-10-24,2013-10-24,2013-10-31,39,15.38461538,2.564102564,39.49,0.28571428600000004,1,0,0,Friday,BOM,7,0,Thursday,Thursday,False,1543
8SH6LT,1,2013-10-24,2013-10-24,2013-12-05,32,15.625,6.25,39.98,0.047619048,1,0,0,Monday,DEL,42,0,Thursday,Thursday,False,1508
RHE25J,0,2013-10-03,2013-10-24,2013-10-24,3,100.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,21,Thursday,Thursday,True,1550
366X2T,0,2013-10-24,2013-10-24,2013-10-24,13,7.692307692000001,0.0,40.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1550
6MLWRT,1,2013-10-24,2014-01-07,2014-01-07,31,25.80645161,9.677419355,30.79,0.0,1,0,0,Wednesday,MAA,0,75,Tuesday,Tuesday,True,1475
7CRU4N,1,2013-10-24,2013-10-24,2013-10-24,31,22.58064516,12.90322581,40.25,0.0,1,1,0,Friday,DEL,0,0,Thursday,Thursday,True,1550
QWNQKB,1,2014-01-05,2014-01-05,2014-01-05,32,18.75,0.0,45.64,0.0,1,0,0,Tuesday,MAA,0,0,Sunday,Sunday,True,1477
SC23LC,1,2013-10-24,2013-10-24,2013-10-24,30,20.0,3.333333333,61.82,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1550
4KK48C,1,2013-10-24,2013-11-11,2013-11-18,38,2.631578947,2.631578947,70.04,0.28571428600000004,1,0,0,Tuesday,BOM,7,18,Monday,Monday,False,1525
CNZSPZ,1,2013-10-17,2013-11-28,2014-01-08,45,15.55555556,0.0,22.5,0.097560976,1,1,1,Saturday,BLR,41,42,Thursday,Wednesday,False,1474
S9N4ET,1,2013-10-24,2013-10-24,2013-10-24,19,100.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
Q8B27Q,1,2013-10-24,2013-10-24,2013-10-24,36,0.0,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1550
SM2HXW,1,2013-10-24,2013-11-03,2013-11-03,31,22.58064516,0.0,58.92,0.0,1,0,0,Tuesday,BOM,0,10,Sunday,Sunday,True,1540
HBY2H8,1,2013-10-24,2013-11-24,2013-11-24,41,0.0,0.0,69.49,0.0,1,0,0,Tuesday,BLR,0,31,Sunday,Sunday,True,1519
QMHB4U,0,2013-10-24,2013-10-24,2013-11-10,3,100.0,0.0,47.18,0.117647059,1,0,0,Tuesday,BOM,17,0,Thursday,Sunday,False,1533
WG2RTF,1,2013-10-24,2013-10-24,2013-10-24,26,50.0,3.846153846,40.02,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1550
3CT5NS,1,2013-10-24,2013-10-24,2013-12-05,33,18.18181818,0.0,58.83,0.071428571,1,0,0,Friday,MAA,42,0,Thursday,Thursday,False,1508
RHE7AR,1,2013-10-24,2013-10-28,2013-10-28,31,25.80645161,6.451612902999999,87.24,0.0,1,0,0,Monday,BOM,0,4,Monday,Monday,True,1546
AQVP8Z,1,2013-10-21,2013-10-24,2013-10-24,27,3.703703704,3.703703704,40.02,0.0,1,0,0,Monday,BOM,0,3,Thursday,Thursday,True,1550
ZR52GS,1,2013-11-03,2013-11-03,2013-11-03,33,15.15151515,3.03030303,40.0,0.0,1,0,0,Monday,MAA,0,0,Sunday,Sunday,True,1540
QS2TJ2,1,2013-10-24,2013-10-29,2013-12-18,32,28.125,15.625,50.41,0.08,1,0,0,Thursday,BOM,50,5,Tuesday,Wednesday,False,1495
MX7K53,1,2013-10-24,2013-10-24,2013-10-24,30,3.333333333,0.0,54.6,0.0,1,0,0,Thursday,BLR,0,0,Thursday,Thursday,True,1550
4NJFFC,1,2013-10-24,2013-10-24,2013-10-24,14,50.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1550
ZSZYK6,0,2013-10-23,2013-10-24,2013-10-24,7,0.0,0.0,61.5,0.0,0,0,0,Friday,DEL,0,1,Thursday,Thursday,True,1550
U8Y4GV,1,2013-10-24,2013-10-24,2013-10-24,33,6.0606060610000005,3.03030303,40.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1550
